house_mnnmb,house_nm,spl_loca,spl_scale,ovhspz_yn,regtare_yn,prceilsys_yn,rebdproj_yn,pubhusdist_yn,lrscl_hussdedist_yn,npln_prvpubhus_yn,model_no,house_stl,splyar,gnrl_spl_hh_cnt,specl_spl_hh_cnt,mltchdrn_hshld_cnt,nwwds_hshld_cnt,lfe_frst_hshld_cnt,oldparnts_hshld_cnt,instt_rcmn_cnt,instt_rcmn_etc_cnt,rlct_instt_cnt,spl_amt,loan_posbl_amt
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,03,084.9900C,111.4304,107,171,27,55,27,8,27,27,0,89400,44700.0
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,04,099.9900A,131.2427,350,0,0,0,0,0,0,0,0,99600,49800.0
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,05,099.9900B,131.6228,55,0,0,0,0,0,0,0,0,99900,49950.0
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,06,109.9900A,144.3142,218,0,0,0,0,0,0,0,0,110300,55150.0
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,07,165.7800P,221.8959,7,0,0,0,0,0,0,0,0,251200,125600.0
2022000069,힐스테이트 레이크 송도 4차,인천광역시 연수구 송도동 397-2,1319,Y,Y,N,N,N,Y,N,08,165.8600P,220.4345,2,0,0,0,0,0,0,0,0,249700,124850.0
2022000070,신양주 모아엘가 니케,경기도 양주시 백석읍 홍죽리 산1-12번지 외 2필지,570,N,N,N,N,N,N,N,03,084.9655A,112.1764,51,58,11,22,11,3,11,0,0,35210,21126.0
2022000070,신양주 모아엘가 니케,경기도 양주시 백석읍 홍죽리 산1-12번지 외 2필지,570,N,N,N,N,N,N,N,02,072.8855 ,95.9216,39,37,7,14,7,2,7,0,0,29270,17562.0
2022000070,신양주 모아엘가 니케,경기도 양주시 백석읍 홍죽리 산1-12번지 외 2필지,570,N,N,N,N,N,N,N,01,059.9910 ,79.8219,78,90,17,34,17,5,17,0,0,23540,14124.0
2022000070,신양주 모아엘가 니케,경기도 양주시 백석읍 홍죽리 산1-12번지 외 2필지,570,N,N,N,N,N,N,N,04,084.8365B,111.5804,100,117,22,44,22,7,22,0,0,33880,20328.0
2022000071,파주운정3지구 A42블록 신영지웰 운정신도시,경기도 파주시 동패동 701-2,606,N,Y,Y,N,N,Y,N,02,100.9448A,129.9753,86,13,10,0,0,3,0,0,0,54200,27100.0
2022000071,파주운정3지구 A42블록 신영지웰 운정신도시,경기도 파주시 동패동 701-2,606,N,Y,Y,N,N,Y,N,03,100.9819B,129.5836,152,23,18,0,0,5,0,0,0,54200,27100.0
2022000071,파주운정3지구 A42블록 신영지웰 운정신도시,경기도 파주시 동패동 701-2,606,N,Y,Y,N,N,Y,N,01,084.9908A,108.9503,124,208,33,66,66,10,33,0,0,45700,22850.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,05,074.9800B,102.2301,124,133,25,51,25,7,25,0,0,47010,23505.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,04,074.9800A,102.4601,63,68,13,26,13,3,13,0,0,48290,24145.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,01,039.9400 ,60.4885,12,6,1,3,1,0,1,0,0,23640,11820.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,03,059.9100 ,83.8488,132,148,28,56,28,8,28,0,0,39320,19660.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,02,049.9000 ,76.5106,49,48,9,19,9,2,9,0,0,29900,14950.0
2022000073,대전 도마·변동 11구역 호반써밋 그랜드 센트럴,대전광역시 서구 도마동 145-8번지 일원,1017,Y,Y,N,Y,N,N,N,06,084.9900 ,112.8151,112,122,23,46,23,7,23,0,0,54810,27405.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,02,059.8100B,81.0300,12,6,1,3,1,0,1,0,0,61000,30500.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,01,059.7000A,80.6900,37,37,7,14,7,2,7,0,0,60700,30350.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,06,084.8400A,108.4200,14,10,2,4,2,0,2,0,0,80000,40000.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,05,074.6700B,98.6700,11,6,1,3,1,0,1,0,0,73600,36800.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,04,074.6800A,98.5600,52,58,11,22,11,3,11,0,0,73500,36750.0
2022000074,힐스테이트 구리역,경기도 구리시 수택동 532번지 일원,250,Y,Y,N,Y,N,N,N,03,059.8200C,81.0400,6,1,0,1,0,0,0,0,0,60400,30200.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,04,087.9014 ,103.5558,1,0,0,0,0,0,0,0,0,45300,27180.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,09,111.0695A,130.1222,4,0,0,0,0,0,0,0,0,64900,38940.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,01,063.4046 ,74.9100,6,0,0,0,0,0,0,0,0,32900,19740.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,03,064.2146B,75.8779,6,0,0,0,0,0,0,0,0,40300,24180.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,10,111.0695B,130.1222,2,0,0,0,0,0,0,0,0,78730,47238.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,02,064.2146A,75.8779,12,0,0,0,0,0,0,0,0,34000,20400.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,08,099.5014 ,119.2527,14,0,0,0,0,0,0,0,0,52300,31380.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,07,091.4609 ,107.3193,2,0,0,0,0,0,0,0,0,48700,29220.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,06,089.6114B,105.5323,15,0,0,0,0,0,0,0,0,55900,33540.0
2022000075,제주시 신일 해피트리 더 힐,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,92,N,N,N,N,N,N,N,05,089.6114A,105.5323,30,0,0,0,0,0,0,0,0,47100,28260.0
2022000080,연동 해모로 루민 101동,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",41,N,N,N,N,N,N,N,03,084.9961C,112.3038,13,0,0,0,0,0,0,0,0,80902,48541.2
2022000080,연동 해모로 루민 101동,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",41,N,N,N,N,N,N,N,05,084.9720E,110.3691,3,0,0,0,0,0,0,0,0,78135,46881.0
2022000080,연동 해모로 루민 101동,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",41,N,N,N,N,N,N,N,02,084.9720B,110.3691,4,0,0,0,0,0,0,0,0,77627,46576.2
2022000080,연동 해모로 루민 101동,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",41,N,N,N,N,N,N,N,01,084.9738A,112.9904,7,0,0,0,0,0,0,0,0,79703,47821.8
2022000080,연동 해모로 루민 101동,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",41,N,N,N,N,N,N,N,04,084.9921D,111.5686,14,0,0,0,0,0,0,0,0,81910,49146.0
2022000081,연동 해모로 루민 201동,"제주특별자치도 제주시 연동4길 6-11(연동, 정한빌라)",34,N,N,N,N,N,N,N,03,084.7795B,108.4250,25,0,0,0,0,0,0,0,0,80511,48306.6
2022000081,연동 해모로 루민 201동,"제주특별자치도 제주시 연동4길 6-11(연동, 정한빌라)",34,N,N,N,N,N,N,N,01,084.7795 ,108.4260,1,0,0,0,0,0,0,0,0,72277,43366.2
2022000081,연동 해모로 루민 201동,"제주특별자치도 제주시 연동4길 6-11(연동, 정한빌라)",34,N,N,N,N,N,N,N,02,084.8321A,107.3153,8,0,0,0,0,0,0,0,0,74246,44547.6
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,05,147.6302A,170.2485,4,0,0,0,0,0,0,0,0,125500,75300.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,07,261.8184 ,303.3548,4,0,0,0,0,0,0,0,0,173020,103812.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,08,264.2276 ,307.3367,4,0,0,0,0,0,0,0,0,173020,103812.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,09,279.2201 ,324.5658,2,0,0,0,0,0,0,0,0,173020,103812.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,01,137.0494 ,157.3276,8,0,0,0,0,0,0,0,0,109100,65460.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,02,139.7476P,160.1050,4,0,0,0,0,0,0,0,0,123500,74100.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,03,145.1261A,167.3682,8,0,0,0,0,0,0,0,0,112100,67260.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,04,145.1792B,166.7729,4,0,0,0,0,0,0,0,0,112100,67260.0
2022000083,더샵 연동포레,제주특별자치도 제주시 연동1342번지 외6필지,40,N,N,N,N,N,N,N,06,147.8784B,170.1702,2,0,0,0,0,0,0,0,0,125500,75300.0
2022000084,더샵 노형포레,제주특별자치도 제주시 노형동 460번지 외 5필지,80,N,N,N,N,N,N,N,03,159.0686 ,200.2043,10,0,0,0,0,0,0,0,0,118500,71100.0
2022000084,더샵 노형포레,제주특별자치도 제주시 노형동 460번지 외 5필지,80,N,N,N,N,N,N,N,04,165.3353 ,206.5680,10,0,0,0,0,0,0,0,0,119500,71700.0
2022000084,더샵 노형포레,제주특별자치도 제주시 노형동 460번지 외 5필지,80,N,N,N,N,N,N,N,01,098.1454 ,121.6850,40,0,0,0,0,0,0,0,0,81500,48900.0
2022000084,더샵 노형포레,제주특별자치도 제주시 노형동 460번지 외 5필지,80,N,N,N,N,N,N,N,02,098.1454P,121.6580,20,0,0,0,0,0,0,0,0,92000,55200.0
2022000085,광주 화정 골드클래스 2차,광주광역시 서구 화정동 23-191번지 일원,138,N,Y,N,N,N,N,N,02,084.4015B,108.8060,24,22,4,9,4,1,4,0,0,54120,27060.0
2022000085,광주 화정 골드클래스 2차,광주광역시 서구 화정동 23-191번지 일원,138,N,Y,N,N,N,N,N,01,084.0726A,108.7165,45,47,9,18,9,2,9,0,0,54230,27115.0
2022000088,당진 수청2지구 RH-3블록 호반써밋 시그니처 3차,충청남도 당진시 수청동 당진수청2지구 RH-3블럭,853,N,N,Y,N,N,N,N,01,084.9833A,113.3515,39,63,10,20,20,3,10,0,0,31900,19140.0
2022000088,당진 수청2지구 RH-3블록 호반써밋 시그니처 3차,충청남도 당진시 수청동 당진수청2지구 RH-3블럭,853,N,N,Y,N,N,N,N,02,084.9262B,113.2078,159,266,42,85,85,12,42,0,0,31410,18846.0
2022000088,당진 수청2지구 RH-3블록 호반써밋 시그니처 3차,충청남도 당진시 수청동 당진수청2지구 RH-3블럭,853,N,N,Y,N,N,N,N,03,084.9833P,113.3515,123,203,32,65,65,9,32,0,0,33590,20154.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,06,084.7350B,109.9840,21,17,3,7,3,1,3,0,0,55760,27880.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,05,084.2780A,108.8690,40,42,8,16,8,2,8,0,0,57480,28740.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,07,084.2780C,108.8670,21,17,3,7,3,1,3,0,0,55200,27600.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,08,084.2780T,108.8690,8,5,1,2,1,0,1,0,0,58050,29025.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,04,077.9370 ,100.1040,59,59,11,23,11,3,11,0,0,50750,25375.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,03,075.8400C,98.8430,10,10,2,4,2,0,2,0,0,50110,25055.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,01,075.9770A,99.0560,13,6,1,3,1,0,1,0,0,49700,24850.0
2022000090,KTX송도역 서해그랑블 더 파크,인천광역시 연수구 옥련동118-46번지 일원,348,Y,Y,N,N,N,N,N,02,075.9190B,98.1440,10,10,2,4,2,0,2,0,0,49760,24880.0
2022000091,수성 센트레빌 어반포레,대구광역시 수성구 파동 328-1번지 일원,310,Y,Y,N,N,N,N,N,03,084.9400A,111.4027,80,85,16,33,16,4,16,0,0,54400,27200.0
2022000091,수성 센트레빌 어반포레,대구광역시 수성구 파동 328-1번지 일원,310,Y,Y,N,N,N,N,N,04,084.9900B,111.3042,44,47,9,18,9,2,9,0,0,53280,26640.0
2022000091,수성 센트레빌 어반포레,대구광역시 수성구 파동 328-1번지 일원,310,Y,Y,N,N,N,N,N,01,069.9300 ,92.0552,17,15,3,6,3,0,3,0,0,41840,20920.0
2022000091,수성 센트레빌 어반포레,대구광역시 수성구 파동 328-1번지 일원,310,Y,Y,N,N,N,N,N,02,076.9500 ,100.7629,12,10,2,4,2,0,2,0,0,46770,23385.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,09,023.8466 ,46.1247,4,0,0,0,0,0,0,0,0,23000,11500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,01,018.6585A,36.5521,1,0,0,0,0,0,0,0,0,21000,10500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,02,018.9021B,37.3618,1,0,0,0,0,0,0,0,0,21000,10500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,03,018.5019C,36.2707,2,0,0,0,0,0,0,0,0,21000,10500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,04,019.9815A,38.7549,20,24,0,14,8,0,2,0,0,25000,12500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,05,019.7295B,38.3110,6,0,0,0,0,0,0,0,0,21400,10700.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,06,020.7740A,40.5377,9,0,0,0,0,0,0,0,0,25000,12500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,07,020.9300B,40.8418,6,0,0,0,0,0,0,0,0,25000,12500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,08,020.6650C,39.9915,2,0,0,0,0,0,0,0,0,21800,10900.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,10,023.3354A,33.5228,1,0,0,0,0,0,0,0,0,29000,14500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,11,023.3354B,33.5228,1,0,0,0,0,0,0,0,0,27000,13500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,12,024.3350 ,46.8694,4,0,0,0,0,0,0,0,0,27000,13500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,13,025.9755 ,50.3707,1,1,0,0,0,0,1,0,0,29000,14500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,14,026.6863 ,37.8238,1,8,0,4,0,0,4,0,0,33000,16500.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,15,056.7067A,77.3269,1,0,0,0,0,0,0,0,0,77890,38945.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,16,056.7067B,77.3269,1,0,0,0,0,0,0,0,0,77190,38595.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,17,058.9672 ,80.3118,1,0,0,0,0,0,0,0,0,80660,40330.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,18,059.9906A,81.3614,1,19,7,5,2,2,3,0,0,87910,43955.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,19,059.9879B,81.4226,2,22,7,5,4,2,4,0,0,92490,46245.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,20,066.1059 ,91.7663,1,0,0,0,0,0,0,0,0,90910,45455.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,21,076.1473 ,103.4390,2,0,0,0,0,0,0,0,0,102940,51470.0
2022000092,칸타빌 수유팰리스,서울특별시 강북구 수유동 179-2외 4필지,216,Y,Y,N,Y,N,N,N,22,078.1719 ,106.0268,74,0,0,0,0,0,0,0,0,114780,57390.0
2022000093,서대전 한국아델리움,대전광역시 중구 당디로124번길 13-1(유천동),195,Y,Y,N,N,N,N,N,02,084.5745B,108.8827,32,36,7,14,7,1,7,0,0,47510,23755.0
2022000093,서대전 한국아델리움,대전광역시 중구 당디로124번길 13-1(유천동),195,Y,Y,N,N,N,N,N,04,084.8788D,109.3361,21,25,5,9,5,1,5,0,0,47510,23755.0
2022000093,서대전 한국아델리움,대전광역시 중구 당디로124번길 13-1(유천동),195,Y,Y,N,N,N,N,N,01,084.2472A,109.0702,20,21,4,8,4,1,4,0,0,45055,22527.5
2022000093,서대전 한국아델리움,대전광역시 중구 당디로124번길 13-1(유천동),195,Y,Y,N,N,N,N,N,03,084.1347C,108.5732,19,21,4,8,4,1,4,0,0,45055,22527.5
2022000094,창원 롯데캐슬 프리미어,경상남도 창원시 마산합포구 노산서18길 80(교방동),39,N,N,N,Y,N,N,N,04,084.9302A,115.0583,13,0,0,0,0,0,0,0,0,41700,25020.0
2022000094,창원 롯데캐슬 프리미어,경상남도 창원시 마산합포구 노산서18길 80(교방동),39,N,N,N,Y,N,N,N,03,066.6357 ,90.2106,3,0,0,0,0,0,0,0,0,31750,19050.0
2022000094,창원 롯데캐슬 프리미어,경상남도 창원시 마산합포구 노산서18길 80(교방동),39,N,N,N,Y,N,N,N,05,084.9485B,114.3476,9,0,0,0,0,0,0,0,0,40900,24540.0
2022000094,창원 롯데캐슬 프리미어,경상남도 창원시 마산합포구 노산서18길 80(교방동),39,N,N,N,Y,N,N,N,02,059.9806 ,81.9702,9,0,0,0,0,0,0,0,0,29000,17400.0
2022000094,창원 롯데캐슬 프리미어,경상남도 창원시 마산합포구 노산서18길 80(교방동),39,N,N,N,Y,N,N,N,01,049.5733 ,67.5211,5,0,0,0,0,0,0,0,0,23200,13920.0
2022000095,구서 태성에버리치,부산광역시 금정구 구서동 162-9,57,N,Y,N,N,N,N,N,03,048.9585C,66.9202,11,8,2,4,2,0,0,0,0,27830,13915.0
2022000095,구서 태성에버리치,부산광역시 금정구 구서동 162-9,57,N,Y,N,N,N,N,N,01,020.4364A,28.6675,10,9,2,4,2,1,0,0,0,11036,5518.0
2022000095,구서 태성에버리치,부산광역시 금정구 구서동 162-9,57,N,Y,N,N,N,N,N,02,028.1417B,38.9948,10,9,2,4,2,1,0,0,0,15680,7840.0
2022000096,라데사 포레 매곡,"광주광역시 북구 하백로5번길 34(매곡동, 라데사 포레 매곡)",44,N,Y,N,N,N,N,N,02,137.1131A,156.3021,32,4,3,0,0,1,0,0,0,121810,60905.0
2022000096,라데사 포레 매곡,"광주광역시 북구 하백로5번길 34(매곡동, 라데사 포레 매곡)",44,N,Y,N,N,N,N,N,01,109.5536 ,125.7081,4,0,0,0,0,0,0,0,0,96360,48180.0
2022000096,라데사 포레 매곡,"광주광역시 북구 하백로5번길 34(매곡동, 라데사 포레 매곡)",44,N,Y,N,N,N,N,N,03,137.1131B,156.1533,4,0,0,0,0,0,0,0,0,119810,59905.0
2022000101,울산 베스티안,울산광역시 동구 전하동 681-1,62,N,N,N,N,N,N,N,01,080.9035A,108.1310,35,6,0,6,0,0,0,0,0,49230,29538.0
2022000101,울산 베스티안,울산광역시 동구 전하동 681-1,62,N,N,N,N,N,N,N,03,081.7661C,109.8176,1,0,0,0,0,0,0,0,0,49376,29625.6
2022000101,울산 베스티안,울산광역시 동구 전하동 681-1,62,N,N,N,N,N,N,N,02,081.7661B,109.8156,2,18,6,6,0,1,5,0,0,49755,29853.0
2022000102,엘크루 가우디움 만촌,대구광역시 수성구 만촌동 849-6번지 및 849-14번지,41,Y,Y,N,N,N,N,N,03,084.8786 ,118.5708,14,0,0,0,0,0,0,0,0,106210,53105.0
2022000102,엘크루 가우디움 만촌,대구광역시 수성구 만촌동 849-6번지 및 849-14번지,41,Y,Y,N,N,N,N,N,01,059.9513A,82.6281,7,7,1,3,1,0,2,0,0,74010,37005.0
2022000102,엘크루 가우디움 만촌,대구광역시 수성구 만촌동 849-6번지 및 849-14번지,41,Y,Y,N,N,N,N,N,02,059.8850B,82.5877,6,7,1,3,1,1,1,0,0,71040,35520.0
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,03,053.9875B,74.4235,10,11,0,5,3,0,3,0,0,72611,36305.5
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,08,084.9706B,118.1867,24,0,0,0,0,0,0,0,0,114924,57462.0
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,07,084.8655A,118.2678,48,0,0,0,0,0,0,0,0,115003,57501.5
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,05,074.9676A,103.8121,50,0,0,0,0,0,0,0,0,91961,45980.5
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,04,059.9877A,83.9925,30,38,7,14,7,3,7,0,0,83210,41605.0
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,06,080.8489A,111.9031,104,0,0,0,0,0,0,0,0,108415,54207.5
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,01,039.9969A,55.7391,12,11,0,5,3,0,3,0,0,54488,27244.0
2022000103,한화 포레나 미아,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),424,Y,Y,N,N,N,N,N,02,053.9850A,74.5915,50,36,0,18,9,0,9,0,0,74256,37128.0
2022000104,봉담 파라곤,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,105,N,Y,N,N,N,N,N,03,072.6558A,100.1401,7,5,1,2,1,0,1,0,0,52200,26100.0
2022000104,봉담 파라곤,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,105,N,Y,N,N,N,N,N,02,059.9857B,83.8768,21,18,3,7,3,1,4,0,0,44910,22455.0
2022000104,봉담 파라곤,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,105,N,Y,N,N,N,N,N,04,072.9771B,100.7068,1,0,0,0,0,0,0,0,0,52190,26095.0
2022000104,봉담 파라곤,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,105,N,Y,N,N,N,N,N,01,059.8552A,83.4515,27,26,5,10,5,1,5,0,0,44790,22395.0
2022000111,작전역 베네하임 더윈,인천광역시 계양구 작전동 415,166,N,Y,N,N,N,N,N,01,059.7995A,80.2709,23,23,4,9,5,1,4,0,0,40287,20143.5
2022000111,작전역 베네하임 더윈,인천광역시 계양구 작전동 415,166,N,Y,N,N,N,N,N,02,059.8051B,80.2999,18,20,4,8,3,1,4,0,0,39141,19570.5
2022000111,작전역 베네하임 더윈,인천광역시 계양구 작전동 415,166,N,Y,N,N,N,N,N,03,084.7094A,111.3850,40,42,8,16,8,2,8,0,0,58845,29422.5
2022000112,휴안 더갤러리 오라,"제주특별자치도 제주시 오라이동 1364-1, 1364-3번지",48,N,N,N,N,N,N,N,07,079.0051B,101.4886,1,0,0,0,0,0,0,0,0,57950,34770.0
2022000112,휴안 더갤러리 오라,"제주특별자치도 제주시 오라이동 1364-1, 1364-3번지",48,N,N,N,N,N,N,N,01,070.4955 ,95.1823,5,0,0,0,0,0,0,0,0,53550,32130.0
2022000112,휴안 더갤러리 오라,"제주특별자치도 제주시 오라이동 1364-1, 1364-3번지",48,N,N,N,N,N,N,N,02,070.4955A,95.1823,1,0,0,0,0,0,0,0,0,53650,32190.0
2022000112,휴안 더갤러리 오라,"제주특별자치도 제주시 오라이동 1364-1, 1364-3번지",48,N,N,N,N,N,N,N,03,078.6451 ,101.0956,5,0,0,0,0,0,0,0,0,56850,34110.0
